minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
2,157,2.45,264,134
2,5,0.12,0,45
7,1,0.09,0,180
2,70,1.6,253,79
1,0,1.3732214298586618,0,50
2,26,0.64,0,125
30,0,1.3732214298586618,217,206
3,7,0.19,0,70
3,3,0.13,189,85
1,0,1.3732214298586618,0,95
2,8,1.95,32,25
20,0,1.3732214298586618,346,36
1,0,1.3732214298586618,0,60
30,0,1.3732214298586618,35,316
3,56,1.1,90,79
1,4,0.11,270,95
2,0,1.3732214298586618,0,199
5,25,0.51,0,145
2,16,1.26,81,115
40,23,0.27,207,69
2,46,3.08,141,135
4,8,0.21,351,165
2,35,1.02,261,299
5,14,0.49,89,355
1,0,1.3732214298586618,364,6800
1,19,2.57,199,70
1,20,0.33,0,190
1,363,4.55,323,175
2,33,3.14,262,245
2,9,3.42,43,65
3,0,1.3732214298586618,89,75
5,10,0.5,349,220
30,0,1.3732214298586618,5,40
2,29,2.21,35,225
1,14,1.92,0,259
1,3,3.0,75,160
3,5,0.95,161,65
14,1,0.04,0,33
2,25,0.71,0,185
1,0,1.3732214298586618,33,52
3,7,0.91,4,145
4,2,0.39,0,120
1,22,0.96,7,45
30,2,2.0,310,87
1,2,0.61,89,115
59,0,1.3732214298586618,0,145
2,1,0.05,0,160
30,0,1.3732214298586618,316,53
1,30,1.1,35,120
3,3,3.0,125,289
1,8,0.19,364,85
4,59,1.24,157,145
14,2,0.06,0,35
2,5,3.13,294,898
29,53,1.4,165,190
5,12,1.01,0,105
1,2,0.03,0,35
7,1,0.08,8,375
2,0,1.3732214298586618,0,300
2,48,0.97,122,88
3,0,1.3732214298586618,0,95
2,2,0.05,0,70
2,1,0.04,0,111
3,0,1.3732214298586618,167,244
2,1,0.02,0,250
7,38,0.38,365,265
7,17,0.58,0,175
3,12,2.25,66,140
3,247,2.65,117,64
1,112,2.78,84,50
2,8,2.53,26,60
2,129,1.56,32,65
1,146,3.92,78,142
2,22,1.54,360,60
15,0,1.3732214298586618,39,250
3,7,0.15,10,89
1,0,1.3732214298586618,0,46
30,3,0.19,341,65
30,0,1.3732214298586618,262,210
2,29,0.74,321,79
1,0,1.3732214298586618,0,50
2,0,1.3732214298586618,199,132
3,2,0.95,49,87
5,92,2.01,8,90
2,110,3.02,287,450
1,58,1.49,2,210
2,1,0.09,0,175
2,30,3.35,233,35
7,0,1.3732214298586618,0,110
6,13,0.27,0,145
5,7,2.84,131,325
3,19,0.55,337,65
90,0,1.3732214298586618,322,281
3,13,0.22,294,60
2,47,5.38,101,225
2,1,0.05,0,65
30,0,1.3732214298586618,330,149
2,24,3.48,330,65
2,94,3.4,102,72
180,0,1.3732214298586618,365,129
2,11,3.03,1,89
28,5,0.19,326,35
7,2,0.04,0,47
3,8,0.36,111,170
3,50,3.33,85,60
2,32,3.38,1,95
30,0,1.3732214298586618,283,125
1,7,0.95,365,149
29,9,0.26,35,110
3,2,0.05,0,50
3,2,0.04,0,140
1,11,0.3,0,88
1,3,0.07,0,2000
2,6,6.0,225,249
1,0,1.3732214298586618,0,156
1,3,0.3,0,100
5,6,0.13,317,135
1,16,1.04,14,155
2,48,1.3,40,160
1,4,2.0,343,43
1,11,1.77,345,58
3,0,1.3732214298586618,0,350
2,13,0.56,0,80
3,69,1.8,104,179
30,0,1.3732214298586618,147,278
2,1,0.16,365,39
1,2,0.05,0,67
4,8,0.22,0,82
30,0,1.3732214298586618,365,87
30,0,1.3732214298586618,205,220
1,16,0.65,0,180
14,76,0.76,343,120
3,7,0.38,0,53
30,2,0.06,313,135
7,35,1.4,7,160
30,3,0.06,339,165
3,0,1.3732214298586618,0,1000
5,4,0.35,0,99
3,0,1.3732214298586618,90,75
5,4,0.11,0,250
5,25,2.43,54,150
7,17,1.63,227,88
30,0,1.3732214298586618,310,62
2,13,1.72,320,52
3,1,0.03,0,75
3,15,0.39,345,120
6,5,0.09,0,120
3,1,0.09,0,38
2,102,4.23,152,175
4,36,0.77,0,175
2,13,3.94,48,60
5,18,0.79,0,50
1,228,6.97,326,109
1,17,4.18,19,65
1,0,1.3732214298586618,0,80
3,2,0.55,50,40
7,6,0.27,0,200
3,9,0.18,0,89
3,42,1.85,348,125
2,0,1.3732214298586618,351,540
2,7,0.37,0,165
1,29,0.9,8,70
27,6,0.14,0,50
2,8,3.69,34,120
3,0,1.3732214298586618,0,195
2,3,0.12,2,110
30,1,0.05,91,150
1,2,0.09,177,150
90,0,1.3732214298586618,330,159
1,0,1.3732214298586618,0,120
29,0,1.3732214298586618,346,219
2,4,0.14,3,153
7,0,1.3732214298586618,0,974
5,12,0.25,0,119
1,0,1.3732214298586618,364,199
2,3,0.15,0,90
4,2,0.05,0,145
7,6,0.25,1,150
7,0,1.3732214298586618,365,25
1,12,0.35,362,37
2,16,0.51,263,198
2,1,1.0,343,990
1,0,1.3732214298586618,12,200
2,6,0.28,0,129
1,35,3.87,86,35
1,13,0.32,0,95
2,2,1.87,266,70
5,9,0.34,20,55
3,13,0.35,0,78
1,70,4.63,1,300
1,0,1.3732214298586618,0,200
3,96,2.06,328,175
4,11,1.2,0,55
1,45,1.35,351,51
1,0,1.3732214298586618,0,150
1,1,0.16,0,55
2,24,2.73,211,39
2,1,0.02,0,50
2,2,0.07,0,250
3,0,1.3732214298586618,24,275
15,8,0.23,24,38
3,47,1.01,262,205
2,80,1.28,188,165
3,0,1.3732214298586618,0,200
3,85,1.88,330,189
2,18,0.42,0,130
1,0,1.3732214298586618,365,200
4,0,1.3732214298586618,0,165
3,28,2.71,0,95
30,0,1.3732214298586618,364,45
6,12,0.96,207,42
7,1,1.0,358,169
2,34,2.07,126,37
20,1,1.0,24,35
2,13,5.34,278,400
1,19,0.64,244,350
1,7,0.36,364,129
2,2,0.17,0,150
2,8,0.54,3,190
2,1,0.05,0,100
3,13,5.42,80,45
3,3,0.38,5,160
29,0,1.3732214298586618,291,254
2,6,0.95,169,32
30,0,1.3732214298586618,89,115
1,8,0.14,0,160
2,39,1.02,236,40
2,0,1.3732214298586618,0,55
10,1,0.16,0,39
4,1,0.02,0,95
3,0,1.3732214298586618,365,69
14,4,0.11,184,75
2,48,1.42,13,105
2,8,2.89,125,199
3,1,0.12,13,394
2,36,0.77,248,150
30,4,0.2,323,100
2,6,2.12,19,250
7,11,0.37,0,119
2,106,3.14,47,80
3,7,2.84,5,130
2,285,4.02,294,420
2,10,8.33,321,235
30,1,0.04,286,190
5,7,1.08,321,42
1,26,2.65,123,28
1,0,1.3732214298586618,7,60
1,62,5.83,65,95
4,9,0.87,0,150
30,0,1.3732214298586618,299,314
7,7,0.66,329,80
2,174,3.88,65,119
1,0,1.3732214298586618,0,230
30,0,1.3732214298586618,338,300
1,28,1.22,0,116
1,0,1.3732214298586618,0,75
4,4,0.12,0,65
3,75,0.93,84,199
4,3,0.06,0,80
2,8,0.31,185,125
3,5,0.14,0,40
3,4,0.13,0,125
3,126,1.17,343,90
3,0,1.3732214298586618,0,239
30,0,1.3732214298586618,238,57
2,130,2.23,293,125
4,9,0.37,0,180
3,3,0.14,0,75
2,8,0.31,0,55
1,0,1.3732214298586618,180,92
2,23,0.83,182,165
30,1,0.04,188,150
2,34,1.42,77,120
1,6,0.23,0,60
2,85,1.81,268,300
2,10,2.63,351,400
3,4,0.29,358,100
2,1,1.0,17,249
30,7,0.49,311,200
3,7,1.26,0,72
7,26,0.41,2,102
1,81,5.73,85,70
3,5,0.48,204,699
2,45,4.18,12,54
5,2,0.18,0,150
5,11,0.76,134,120
3,12,0.51,0,60
2,5,0.17,0,45
30,2,0.09,186,239
1,10,4.35,70,54
3,15,1.72,6,225
1,0,1.3732214298586618,0,40
7,0,1.3732214298586618,0,230
2,38,0.87,330,125
3,3,0.06,0,140
30,68,1.66,365,200
1,1,0.05,0,180
2,23,0.23,7,165
4,6,0.26,96,275
1,5,1.06,351,100
1,1,1.0,342,365
2,0,1.3732214298586618,5,119
2,16,2.45,276,110
2,1,0.05,0,184
3,33,0.39,301,75
1,80,3.35,320,60
2,43,0.94,283,49
1,197,2.49,309,77
1,20,1.63,14,39
1,0,1.3732214298586618,339,299
1,5,0.25,0,46
7,2,0.05,0,54
3,66,1.9,91,69
6,5,0.1,85,400
3,0,1.3732214298586618,0,209
30,59,0.64,281,110
1,24,0.69,0,105
1,8,2.61,150,85
6,10,0.39,0,67
7,49,4.55,22,70
2,103,1.7,0,80
1,0,1.3732214298586618,322,320
60,1,0.39,37,120
2,3,0.21,0,118
2,33,1.55,0,49
5,2,0.04,0,129
4,8,0.74,42,400
3,3,3.0,101,450
30,16,0.25,337,180
1,150,2.98,300,175
4,56,2.48,286,127
3,0,1.3732214298586618,0,63
2,75,2.35,237,180
1,15,0.42,0,90
2,48,5.83,95,72
3,10,0.21,3,128
90,0,1.3732214298586618,129,125
15,0,1.3732214298586618,153,70
6,2,0.13,9,65
2,90,2.57,33,70
1,4,0.11,0,92
2,13,3.42,331,231
5,2,0.11,0,50
1,12,5.37,179,56
1,0,1.3732214298586618,0,125
14,0,1.3732214298586618,0,56
1,11,1.09,0,40
4,15,1.05,35,70
2,0,1.3732214298586618,173,250
4,1,0.1,7,285
2,0,1.3732214298586618,0,145
1,1,0.03,0,200
2,27,0.44,183,72
7,1,0.03,0,160
3,0,1.3732214298586618,0,50
1,0,1.3732214298586618,89,105
6,3,0.16,0,75
1,25,3.52,169,107
1,122,1.29,20,149
1,11,0.86,23,60
1,25,0.67,311,60
1,4,0.17,0,150
1,27,2.58,338,35
2,0,1.3732214298586618,20,100
3,38,0.74,178,120
1,11,3.79,126,65
5,61,2.84,53,55
2,11,0.25,0,87
5,7,1.68,11,52
30,39,0.72,365,275
7,3,0.14,0,85
4,0,1.3732214298586618,365,200
2,3,0.06,0,79
1,4,0.5,7,139
3,2,0.61,170,125
1,25,0.68,333,72
1,4,0.67,36,120
2,36,0.51,232,50
1,76,2.83,0,45
3,7,0.47,0,100
30,0,1.3732214298586618,364,160
1,8,0.11,364,45
2,8,0.31,0,45
5,1,0.03,0,130
15,0,1.3732214298586618,0,75
3,0,1.3732214298586618,338,300
30,0,1.3732214298586618,365,179
2,20,0.41,19,55
2,60,1.18,198,300
3,18,0.53,0,150
30,0,1.3732214298586618,241,29
30,0,1.3732214298586618,354,267
5,2,0.18,0,35
3,32,0.81,90,60
5,3,0.05,0,80
4,12,3.96,0,125
2,98,1.36,20,69
1,43,0.45,88,50
1,8,1.26,96,79
1,0,1.3732214298586618,0,115
25,13,0.48,38,73
2,55,5.54,5,65
30,0,1.3732214298586618,55,207
2,114,2.47,310,70
1,151,4.01,338,40
2,3,3.0,3,50
3,22,0.72,0,125
3,0,1.3732214298586618,111,200
2,0,1.3732214298586618,0,150
1,12,2.54,0,75
2,3,0.81,350,227
30,0,1.3732214298586618,284,276
4,80,1.57,66,77
1,0,1.3732214298586618,0,70
5,1,0.16,0,35
1,3,3.0,343,59
4,0,1.3732214298586618,348,400
5,21,0.35,284,250
7,1,0.05,0,139
364,8,0.17,90,149
1,10,0.26,0,125
1,134,4.36,249,120
4,25,0.23,0,100
1,11,0.31,0,125
2,15,1.02,27,65
2,12,5.14,57,90
31,9,0.24,221,90
2,14,0.82,0,117
3,41,1.97,181,200
2,72,4.07,337,80
4,31,2.14,10,180
2,3,0.08,35,150
4,6,0.13,0,110
2,0,1.3732214298586618,0,125
2,6,4.29,1,175
3,66,1.24,0,195
5,5,0.14,0,65
30,0,1.3732214298586618,337,353
5,4,0.28,0,50
1,1,0.38,178,329
3,21,4.44,121,109
1,8,6.32,357,69
1,323,3.89,276,109
3,4,2.26,180,99
1,24,6.61,167,45
5,0,1.3732214298586618,0,160
1,133,4.52,43,65
4,5,2.78,284,275
1,4,0.59,341,65
7,1,0.02,0,999
1,2,1.62,341,299
3,1,1.0,68,209
2,1,0.07,364,77
5,9,0.13,0,79
2,7,0.15,36,100
3,17,0.46,0,325
2,6,0.32,0,125
3,0,1.3732214298586618,365,100
2,30,2.54,172,285
1,4,0.31,0,51
2,11,1.73,0,75
1,0,1.3732214298586618,0,175
1,85,3.37,340,120
4,23,2.21,8,64
3,0,1.3732214298586618,0,69
3,0,1.3732214298586618,0,150
1,102,2.21,362,75
1,0,1.3732214298586618,0,69
2,21,1.6,88,225
5,0,1.3732214298586618,156,200
13,0,1.3732214298586618,0,150
2,31,2.7,77,44
2,85,2.73,171,45
1,166,6.37,71,110
1,1,0.73,355,77
2,1,0.05,0,120
1,1,0.02,0,120
30,1,0.03,335,155
29,26,0.25,12,115
1,0,1.3732214298586618,0,350
2,5,0.22,0,115
3,129,3.2,237,399
2,3,0.07,0,220
2,1,0.03,177,260
2,1,0.04,0,29
30,7,0.19,137,38
3,1,0.04,0,40
2,7,0.36,0,155
4,16,1.46,56,200
5,1,0.1,0,138
30,0,1.3732214298586618,364,200
2,32,1.24,20,90
1,36,1.97,0,43
2,39,1.48,0,150
30,3,0.1,364,280
2,1,1.0,358,195
5,29,3.16,76,399
2,17,2.34,0,150
2,185,4.24,250,225
4,12,0.6,0,128
10,5,0.07,0,80
1,7,0.33,364,40
6,3,0.12,0,125
14,0,1.3732214298586618,25,400
2,1,0.42,316,49
1,0,1.3732214298586618,20,2103
2,4,4.0,171,235
1,0,1.3732214298586618,0,85
7,1,1.0,68,120
1,18,1.93,153,45
30,4,0.12,365,160
2,20,0.53,268,1100
2,24,0.64,14,121
4,32,3.04,255,349
1,1,0.03,0,60
5,15,0.38,0,125
2,21,0.89,157,150
3,12,0.57,179,99
1,78,3.0,84,200
3,0,1.3732214298586618,0,75
2,32,1.58,76,150
3,0,1.3732214298586618,364,65
1,26,2.39,69,200
7,19,0.52,251,40
31,0,1.3732214298586618,345,250
3,8,0.83,83,325
2,6,1.4,73,199
2,18,1.45,0,100
4,7,0.46,37,100
3,4,0.09,0,189
3,28,0.5,128,360
2,2,0.06,0,125
30,2,0.07,337,185
1,0,1.3732214298586618,44,600
1,71,1.57,83,50
7,0,1.3732214298586618,0,175
1,0,1.3732214298586618,55,59
75,6,0.17,0,100
1,0,1.3732214298586618,81,50
5,1,0.11,89,175
2,51,2.65,231,150
1,5,3.06,138,61
2,11,0.94,3,124
5,0,1.3732214298586618,0,126
1,16,1.15,345,80
1,0,1.3732214298586618,0,100
1,3,0.09,0,100
1,60,0.93,148,250
7,1,0.03,0,175
30,0,1.3732214298586618,0,99
30,3,0.1,312,170
17,0,1.3732214298586618,0,45
30,13,0.25,280,99
2,0,1.3732214298586618,0,175
2,1,0.09,0,50
30,0,1.3732214298586618,280,334
1,28,1.44,362,129
1,5,0.63,0,100
2,1,0.16,0,300
6,2,0.04,0,145
2,2,0.05,158,80
5,5,0.11,0,68
30,46,0.9,317,95
2,2,2.0,3,40
1,2,0.04,0,150
2,1,0.77,31,180
1,0,1.3732214298586618,0,55
4,10,0.25,0,200
1,0,1.3732214298586618,0,102
3,44,1.82,126,90
1,1,0.13,32,90
2,2,0.11,0,70
35,0,1.3732214298586618,58,200
2,9,4.5,0,100
1,36,3.79,180,120
3,16,0.9,0,150
90,0,1.3732214298586618,365,55
4,0,1.3732214298586618,150,55
1,41,2.76,67,70
1,3,0.06,0,110
30,1,0.63,0,93
1,19,1.37,85,60
2,20,4.38,229,75
1,0,1.3732214298586618,341,80
30,21,0.81,1,60
1,12,0.42,0,50
1,76,2.16,245,215
5,0,1.3732214298586618,0,350
14,27,0.36,312,180
4,4,0.17,0,190
1,11,0.3,0,100
30,0,1.3732214298586618,96,70
2,322,4.71,258,140
6,14,1.84,14,147
2,18,2.7,338,62
1,33,6.92,0,70
1,21,0.36,188,50
4,5,0.12,0,129
3,0,1.3732214298586618,81,75
1,16,1.42,362,38
2,10,2.46,276,376
2,1,0.07,0,190
1,0,1.3732214298586618,0,115
4,0,1.3732214298586618,249,115
1,15,0.45,0,80
5,2,0.05,0,125
30,4,0.07,42,124
2,0,1.3732214298586618,0,200
3,182,4.33,226,295
5,53,2.43,267,170
1,20,0.26,323,47
1,13,1.27,273,150
1,0,1.3732214298586618,0,38
2,110,3.18,350,75
1,1,0.03,0,50
4,16,0.54,86,99
30,5,0.26,0,125
1,3,0.05,314,80
30,8,0.24,332,107
2,0,1.3732214298586618,0,200
3,14,0.39,0,89
3,0,1.3732214298586618,0,60
5,3,0.31,0,66
1,0,1.3732214298586618,23,202
1,0,1.3732214298586618,90,320
7,22,0.49,20,95
5,0,1.3732214298586618,40,120
5,3,0.16,0,139
24,2,0.04,60,105
5,2,0.17,0,80
2,198,4.48,92,150
5,3,0.09,0,120
1,0,1.3732214298586618,0,120
2,3,0.13,37,183
4,24,1.07,87,44
3,118,1.91,316,140
1,2,0.05,0,50
2,0,1.3732214298586618,0,325
2,10,2.78,354,221
30,1,0.06,352,239
2,20,0.58,5,110
1,5,0.09,0,180
2,22,5.0,81,143
2,3,0.18,0,350
2,11,0.66,58,120
7,0,1.3732214298586618,0,195
1,0,1.3732214298586618,0,40
1,8,0.94,177,299
1,63,8.44,8,35
2,16,0.24,167,275
2,44,0.49,260,140
3,1,0.18,0,45
30,1,0.04,333,50
3,28,1.95,359,69
1,5,0.1,207,450
9,5,0.09,0,79
7,9,0.25,7,135
2,95,1.7,353,1000
3,120,2.37,214,132
3,1,0.02,0,95
4,0,1.3732214298586618,0,175
10,6,0.17,280,169
1,0,1.3732214298586618,0,50
30,0,1.3732214298586618,365,70
2,147,4.1,0,60
2,29,0.76,0,250
2,1,0.22,189,60
4,0,1.3732214298586618,57,69
1,0,1.3732214298586618,7,35
30,12,0.57,251,99
10,2,0.23,40,149
2,146,4.55,259,180
1,6,0.33,361,37
2,14,0.51,0,45
7,3,0.06,0,105
1,73,2.89,279,54
1,173,5.21,271,183
30,1,0.75,311,120
7,1,0.16,16,200
5,0,1.3732214298586618,0,120
9,3,0.11,0,80
2,28,0.43,0,45
1,74,1.34,290,99
3,20,4.96,2,90
2,2,0.14,0,40
1,22,3.1,334,140
3,0,1.3732214298586618,359,30
3,2,0.04,0,175
7,13,0.36,310,39
30,0,1.3732214298586618,333,79
4,19,0.84,346,35
3,14,2.96,251,90
5,3,0.15,0,275
30,24,1.39,303,26
15,1,0.38,179,199
1,74,6.2,56,48
29,0,1.3732214298586618,243,204
3,1,0.02,0,90
1,0,1.3732214298586618,0,300
2,6,0.27,311,250
1,13,7.36,89,150
5,8,0.23,0,53
5,0,1.3732214298586618,0,400
4,12,0.33,0,110
7,1,0.02,0,55
1,2,1.0,138,75
2,11,1.2,6,175
4,2,0.15,0,120
2,24,1.83,0,250
1,73,1.1,65,40
4,58,2.5,17,146
5,0,1.3732214298586618,0,60
30,29,3.6,246,46
1,7,2.21,172,62
2,2,0.08,0,120
2,45,0.94,123,75
7,28,0.92,285,195
6,1,0.11,35,90
3,6,2.28,339,110
1,0,1.3732214298586618,0,30
2,16,3.72,29,165
30,1,0.45,365,50
4,4,0.07,8,49
2,31,0.88,23,199
3,9,0.38,0,195
1,0,1.3732214298586618,0,124
2,43,0.82,328,995
1,1,0.02,0,80
2,1,1.0,56,54
1,60,3.85,195,45
1,2,0.13,169,40
4,1,0.52,0,115
14,0,1.3732214298586618,0,60
1,2,2.0,356,200
2,1,0.06,0,55
2,24,1.22,315,70
4,10,1.02,0,43
2,0,1.3732214298586618,69,275
30,0,1.3732214298586618,265,302
1,34,2.06,0,25
29,0,1.3732214298586618,339,200
30,5,0.09,296,100
2,2,2.0,358,70
3,3,0.09,0,90
5,4,0.35,324,80
4,0,1.3732214298586618,0,120
1,66,3.5,0,38
30,2,0.06,250,100
1,0,1.3732214298586618,0,143
2,26,2.21,29,135
4,7,0.23,0,195
2,0,1.3732214298586618,0,395
1,40,5.31,99,55
4,1,0.06,0,70
1,0,1.3732214298586618,0,50
3,1,0.02,365,385
2,57,2.51,149,150
2,14,0.58,3,60
1,0,1.3732214298586618,0,295
2,0,1.3732214298586618,0,250
30,14,0.41,334,68
1,216,5.49,194,165
1,0,1.3732214298586618,0,92
2,9,0.41,0,80
5,15,0.49,60,450
2,1,0.03,0,250
7,10,0.44,43,150
1,12,2.67,325,450
1,0,1.3732214298586618,0,65
2,19,4.22,0,55
3,8,1.11,326,60
5,0,1.3732214298586618,0,75
2,4,0.16,0,73
14,0,1.3732214298586618,63,71
5,0,1.3732214298586618,6,300
2,18,5.14,24,50
14,0,1.3732214298586618,0,100
30,11,0.18,363,200
4,25,0.95,38,95
1,2,0.05,309,179
2,2,0.3,0,300
1,1,0.02,0,185
2,22,0.59,365,99
4,0,1.3732214298586618,0,50
30,7,2.73,274,260
3,81,3.67,42,100
2,70,1.84,307,275
3,9,0.49,365,72
6,1,0.18,3,179
3,4,4.0,0,250
2,25,1.11,306,37
20,0,1.3732214298586618,0,125
1,5,0.57,1,35
1,21,1.39,71,50
7,0,1.3732214298586618,0,49
2,8,0.19,0,60
1,65,9.15,83,51
1,6,1.67,42,85
4,17,2.73,0,400
1,17,1.36,31,100
3,44,4.78,48,288
1,5,2.21,165,215
30,0,1.3732214298586618,294,399
30,14,0.22,108,120
1,0,1.3732214298586618,0,65
3,54,2.9,83,125
2,2,0.07,0,50
2,42,0.74,227,49
1,11,2.13,0,100
1,29,4.26,18,80
1,15,1.17,0,41
30,0,1.3732214298586618,351,239
3,27,0.59,0,29
14,1,0.48,139,20
2,34,3.59,273,124
1,229,6.25,310,60
1,3,0.12,0,115
1,17,0.21,0,160
3,6,0.15,0,200
7,0,1.3732214298586618,89,50
3,3,1.38,0,70
2,3,2.0,8,160
4,5,0.49,1,120
30,6,0.2,281,185
1,175,3.34,43,110
1,39,1.39,0,53
2,10,0.7,0,35
2,0,1.3732214298586618,37,125
1,83,3.36,157,99
30,0,1.3732214298586618,363,150
1,6,0.67,0,85
12,1,0.16,289,145
4,35,1.36,171,40
1,0,1.3732214298586618,0,289
3,10,0.62,22,300
1,0,1.3732214298586618,90,150
1,54,3.45,45,100
14,9,0.34,101,79
1,11,0.22,0,1495
7,2,0.05,0,50
3,3,0.08,0,133
30,100,1.25,3,73
3,0,1.3732214298586618,150,99
1,34,1.17,347,50
3,41,2.07,0,100
3,0,1.3732214298586618,220,299
3,0,1.3732214298586618,0,350
1,1,0.03,0,60
1,0,1.3732214298586618,0,150
1,4,0.2,179,89
2,1,0.16,157,55
2,73,2.13,136,60
1,37,1.53,5,200
1,17,1.3,212,69
4,1,1.0,108,200
1,259,3.93,2,79
1,91,5.95,90,69
1,245,3.6,336,60
1,16,0.46,0,65
2,63,1.15,210,299
1,10,10.0,163,350
1,73,1.58,334,62
1,50,3.07,362,70
1,4,0.09,225,280
2,1,0.05,0,89
1,0,1.3732214298586618,179,60
5,2,0.16,24,55
30,1,0.83,325,60
4,7,0.12,0,119
3,1,0.05,0,90
2,2,2.0,15,59
3,26,1.4,1,170
20,0,1.3732214298586618,0,28
7,12,4.5,58,39
5,0,1.3732214298586618,0,37
29,0,1.3732214298586618,324,189
90,1,1.0,3,100
2,12,0.33,0,133
30,1,0.54,139,585
4,26,1.33,315,32
30,0,1.3732214298586618,364,88
5,109,1.73,21,90
1,16,4.36,169,55
30,0,1.3732214298586618,211,115
30,0,1.3732214298586618,364,64
1,6,0.2,9,67
1,4,0.17,0,50
2,1,0.16,0,195
3,3,3.0,54,425
30,4,0.08,341,118
2,19,0.99,15,180
1,8,4.62,52,150
30,0,1.3732214298586618,239,240
3,75,3.27,316,125
15,30,0.84,85,105
1,23,0.57,316,94
2,32,5.16,57,125
5,25,0.51,0,247
200,92,0.9,140,110
2,5,0.09,0,150
3,68,1.35,88,150
2,3,0.4,0,400
1,96,1.31,324,129
2,13,0.24,224,300
1,2,2.0,316,200
2,16,3.58,8,100
5,4,0.08,21,55
1,1,0.02,0,36
2,4,0.37,0,75
2,8,0.85,29,250
12,2,0.32,0,50
10,2,0.1,0,150
1,15,0.35,0,100
30,0,1.3732214298586618,184,109
1,0,1.3732214298586618,0,250
10,4,0.48,345,62
2,2,0.04,0,75
2,43,1.82,114,114
3,18,0.25,1,130
6,5,0.14,92,350
3,7,0.38,0,43
2,6,0.25,0,37
5,1,0.02,0,130
5,0,1.3732214298586618,83,55
2,169,2.07,306,39
2,2,0.11,0,110
1,82,6.03,46,85
30,7,0.27,310,76
29,10,0.14,205,110
30,21,0.3,154,180
2,95,2.17,0,425
14,2,0.11,67,80
30,51,1.28,202,120
20,4,0.11,8,70
2,177,3.33,235,189
2,7,0.71,0,41
3,11,0.24,0,174
3,6,0.16,0,189
3,6,6.0,63,160
5,32,1.14,350,61
21,0,1.3732214298586618,0,160
2,250,2.99,307,500
2,0,1.3732214298586618,0,220
2,0,1.3732214298586618,255,70
5,0,1.3732214298586618,55,69
1,6,1.61,89,70
2,81,2.57,63,150
2,78,2.18,314,145
2,2,0.27,0,70
7,0,1.3732214298586618,235,120
30,7,0.26,37,158
1,108,5.41,319,125
2,6,2.5,1,165
3,0,1.3732214298586618,0,100
30,4,0.12,365,2000
3,24,1.17,265,298
4,1,0.16,341,100
2,113,3.18,293,144
1,5,3.75,179,60
1,0,1.3732214298586618,0,900
10,0,1.3732214298586618,0,100
1,54,2.15,197,70
3,0,1.3732214298586618,180,300
1,1,0.17,4,57
3,0,1.3732214298586618,0,150
2,39,3.02,246,160
3,1,0.08,0,99
1,1,0.05,0,65
5,6,0.08,188,225
3,92,1.22,171,50
5,28,0.81,365,55
1,0,1.3732214298586618,321,89
2,8,0.74,356,60
2,43,3.42,134,50
30,0,1.3732214298586618,345,369
1,31,2.28,0,95
1,4,1.88,135,45
1,5,0.59,55,75
2,17,0.86,0,115
30,0,1.3732214298586618,245,38
30,9,0.34,319,110
2,2,0.05,0,63
3,4,2.14,78,225
1,36,2.83,321,219
1,333,10.64,139,33
2,45,0.6,0,70
7,0,1.3732214298586618,365,100
1,1,0.16,362,65
31,1,0.18,327,350
1,24,3.27,155,199
1,115,4.94,76,85
1,49,1.3,0,150
1,0,1.3732214298586618,0,170
2,12,2.07,33,115
4,4,1.88,51,90
7,17,0.72,0,64
1,1,0.02,0,200
1,5,0.12,0,95
3,2,0.05,0,31
1,0,1.3732214298586618,365,1700
30,0,1.3732214298586618,44,35
3,16,1.82,74,65
2,0,1.3732214298586618,0,200
5,0,1.3732214298586618,0,74
1,7,3.28,98,70
3,8,0.32,0,275
5,22,0.61,5,200
5,3,0.17,0,110
2,22,0.48,87,80
3,14,0.99,19,115
2,1,0.07,0,150
1,3,3.0,155,163
3,14,0.15,0,185
2,41,3.18,111,86
1,115,1.4,96,220
1,2,2.0,300,155
3,23,1.06,13,145
3,7,2.88,36,145
4,26,0.61,102,250
2,4,0.5,0,70
5,4,0.08,0,185
30,1,1.0,311,225
1,10,0.24,0,98
3,6,0.44,123,160
4,16,1.68,0,250
1,4,0.15,365,200
5,13,0.68,0,125
7,0,1.3732214298586618,0,150
30,51,2.55,126,300
4,7,0.33,0,80
3,22,1.76,0,50
1,0,1.3732214298586618,174,30
1,0,1.3732214298586618,0,50
1,32,2.74,32,42
3,1,0.02,365,120
2,0,1.3732214298586618,0,120
3,65,4.62,219,112
29,7,0.19,312,300
3,0,1.3732214298586618,18,79
2,5,0.21,0,110
28,1,0.03,0,65
28,0,1.3732214298586618,189,135
20,2,0.04,0,35
3,202,2.29,217,125
3,4,0.41,335,99
30,0,1.3732214298586618,365,534
1,0,1.3732214298586618,323,165
2,35,2.22,296,50
1,115,1.05,299,225
3,3,0.06,0,125
3,33,0.76,178,800
2,107,4.12,344,100
1,0,1.3732214298586618,0,225
2,106,1.22,34,159
3,8,0.83,332,200
14,33,0.72,105,130
1,36,5.09,175,359
3,11,0.32,0,100
8,5,0.21,2,103
1,127,2.77,220,43
13,64,0.8,116,175
2,3,0.04,0,120
1,93,1.51,0,120
4,13,0.17,0,175
2,102,2.97,116,101
2,0,1.3732214298586618,0,292
2,13,0.59,6,90
3,0,1.3732214298586618,0,350
